,Review,Label,Review_Clean,absa,polarity
974,"This place should be named ""non merci marcel!"" Serious issue with food and service. I hope the year of the tiger will teach them F&amp;B manners.",NEGATIVE,"this place should be named ""non merci marcel!"" serious issue with food and service. i hope the year of the tiger will teach them f&amp;b manners.","[['place', []], ['mercimarcel', ['non', 'named']], ['issue', ['serious']], ['food', []], ['service', []], ['hope', ['i']], ['year', ['teach']], ['tiger', []], ['f', []], ['amp', []], ['b', ['manners']]]","[['mercimarcel', 'NEGATIVE'], ['issue', 'NEGATIVE'], ['hope', 'NEGATIVE'], ['year', 'POSITIVE'], ['b', 'POSITIVE']]"
975,Food is way below average and service is not that great,NEGATIVE,food is way below average and service is not that great,"[['food', ['average']], ['way', ['average']], ['service', ['great']]]","[['food', 'NEGATIVE'], ['way', 'NEGATIVE'], ['service', 'POSITIVE']]"
976,Positive: The prices are very reasonable going by what we usually pay for a normal SG Restaurant. …,NEGATIVE,positive: the prices are very reasonable going by what we usually pay for a normal sg restaurant.  ,"[['sgrestaurant', ['normal']]]","[['sgrestaurant', 'NEGATIVE']]"
977,Bad and rude service,NEGATIVE,bad and rude service,"[['rude', []], ['service', ['bad']]]","[['service', 'NEGATIVE']]"
978,Worst food experience. Meat was off over cooked and fish was off,NEGATIVE,worst food experience. meat was off over cooked and fish was off,"[['foodexperience', ['worst']], ['meat', ['off']]]","[['foodexperience', 'NEGATIVE'], ['meat', 'NEGATIVE']]"
979,"Average would be the word to describe my experience.

The description of the menu raises an expectation and makes one looking forward …",NEGATIVE,"average would be the word to describe my experience.

the description of the menu raises an expectation and makes one looking forward  ","[['average', ['word']], ['word', ['average']], ['experience', ['describe']], ['description', ['raises']], ['menu', []], ['expectation', ['raises']], ['forward', ['looking']]]","[['average', 'NEUTRAL'], ['word', 'NEGATIVE'], ['experience', 'NEUTRAL'], ['description', 'POSITIVE'], ['expectation', 'POSITIVE'], ['forward', 'POSITIVE']]"
980,We had lunch here for business on Friday  23 Feb and everyone was down with severe vomitting and diarrhoea for days. Most had fever too. Food was good but not at the expense of getting poisoned.,NEGATIVE,we had lunch here for business on friday  23 feb and everyone was down with severe vomitting and diarrhoea for days. most had fever too. food was good but not at the expense of getting poisoned.,"[['lunch', ['had']], ['business', []], ['feb', []], ['everyone', ['down']], ['fever', ['had']], ['food', ['good']], ['expense', ['not']]]","[['lunch', 'NEGATIVE'], ['everyone', 'NEGATIVE'], ['fever', 'NEGATIVE'], ['food', 'POSITIVE'], ['expense', 'NEGATIVE']]"
981,"Very disappointed with the food at Odette.
Went as a party of four and with the bill ending up at over $400 per person(without any alcohol!!), it just made the experience worse. I am usually more than …",NEGATIVE,"very disappointed with the food at odette.
went as a party of four and with the bill ending up at over $400 per person(without any alcohol!!), it just made the experience worse. i am usually more than  ","[['food', []], ['odette', []], ['party', []], ['bill', ['ending']], ['person', []], ['alcohol', []], ['experienceworse', ['made']]]","[['bill', 'NEUTRAL'], ['experienceworse', 'POSITIVE']]"
982,Didn't get the chance to try the dish because the waitress got the order wrong. She won't ask the kitchen to redo it and insisted I was wrong. Tea was all I paid for with no apology from the waitress but the cashier. Kudos to overrated TV show rating.,NEGATIVE,did not get the chance to try the dish because the waitress got the order wrong. she will not ask the kitchen to redo it and insisted i was wrong. tea was all i paid for with no apology from the waitress but the cashier. kudos to overrated tv show rating.,"[['get', ['not', 'chance']], ['chance', ['get']], ['waitress', ['got']], ['order', ['got']], ['ask', ['she', 'not', 'redo']], ['kitchen', []], ['redo', ['ask', 'it']], ['tea', ['all']], ['apology', []], ['waitress', []], ['cashier', []], ['kudos', []], ['tvshow', ['showrating']], ['showrating', ['overrated', 'tvshow']]]","[['get', 'NEGATIVE'], ['chance', 'POSITIVE'], ['waitress', 'POSITIVE'], ['order', 'POSITIVE'], ['ask', 'NEGATIVE'], ['redo', 'POSITIVE'], ['tea', 'POSITIVE'], ['tvshow', 'NEUTRAL'], ['showrating', 'NEGATIVE']]"
983,"Didn't get to dine in, staff at the entrance was really rude",NEGATIVE,"did not get to dine in, staff at the entrance was really rude","[['dine', ['get']], ['staff', ['rude']], ['entrance', []]]","[['dine', 'POSITIVE'], ['staff', 'NEGATIVE']]"
984,"The food is ok but definitely not worth for the price that youpay! Cheapest glass of wine is 25 SGD, okay-ish pizza for 35 SGD, service was nice but doesnt justify the price.",NEGATIVE,"the food is ok but definitely not worth for the price that youpay! cheapest glass of wine is 25 sgd, okay-ish pizza for 35 sgd, service was nice but doesnt justify the price.",[],[]
985,"Made a reservation for 3 pax.  Came on time.  22.00pm  until midnight.
Waiter said : only food and juices, no more drinks.  We were fine with that.  And I removed my mask since we were by the table. …",NEGATIVE,"made a reservation for 3 pax.  came on time.  22.00pm  until midnight.
waiter said : only food and juices, no more drinks.  we were fine with that.  and i removed my mask since we were by the table.  ","[['reservation', ['made']], ['pax', []], ['time', []], ['midnight', []], ['waiter', ['said']], ['food', ['only']], ['fine', ['we']], ['mask', ['removed']], ['table', ['we']]]","[['reservation', 'POSITIVE'], ['waiter', 'POSITIVE'], ['food', 'NEGATIVE'], ['fine', 'NEUTRAL'], ['mask', 'NEGATIVE'], ['table', 'NEUTRAL']]"
986,"The worst service I have received this year.
Their service has really degraded this year. A very very disappointing experience!!!",NEGATIVE,"the worst service i have received this year.
their service has really degraded this year. a very very disappointing experience!!!",[],[]
987,Really bad experience. Each food came so late .. food isn’t up to expectation . Waiter forgot our orders .. never coming back again.,NEGATIVE,really bad experience. each food came so late .. food isn t up to expectation . waiter forgot our orders .. never coming back again.,"[['experience', ['bad']], ['food', ['came']], ['..', []], ['expectation', []], ['waiter', ['forgot']]]","[['experience', 'NEGATIVE'], ['food', 'POSITIVE'], ['waiter', 'NEGATIVE']]"
988,"Services no good and terrible. Expensive. Very bad experience! We were given 1 round table at the corner and there was no service attention at all. We have to search for service for water, searching for order placement....but that's not the …",NEGATIVE,"services no good and terrible. expensive. very bad experience! we were given 1 round table at the corner and there was no service attention at all. we have to search for service for water, searching for order placement....but that is not the  ",[],[]
989,Go here for the view and the drinks. Food is very average and not worth the price. Service also quite rude and inaccurate.,NEGATIVE,go here for the view and the drinks. food is very average and not worth the price. service also quite rude and inaccurate.,"[['view', []], ['food', ['average']], ['price', ['worth']], ['service', ['rude']], ['inaccurate', []]]","[['food', 'NEGATIVE'], ['price', 'POSITIVE'], ['service', 'NEGATIVE']]"
990,Overpriced,NEGATIVE,overpriced,[],[]
991,I ate lunch here last Friday. 5 out of us 6 ppl had food poisoning. I vomited on Saturday and got a fever. I'm not sure why was I sick until I knew 5 of us all had similar symptoms.   Though the food all looks quite delicate.,NEGATIVE,i ate lunch here last friday. 5 out of us 6 ppl had food poisoning. i vomited on saturday and got a fever. i am not sure why was i sick until i knew 5 of us all had similar symptoms.   though the food all looks quite delicate.,"[['ate', ['i', 'lunch', 'here']], ['lunch', ['ate']], ['friday', ['last']], ['ppl', ['had']], ['foodpoisoning', ['had']], ['food', ['looks']]]","[['ate', 'NEGATIVE'], ['lunch', 'POSITIVE'], ['friday', 'NEGATIVE'], ['ppl', 'NEGATIVE'], ['foodpoisoning', 'NEGATIVE'], ['food', 'POSITIVE']]"
992,Not even worth 1 star! Made a reservation month in advance to host 6 guests from Americas specifying we’re vegetarians only to be told when ordering food no pizza or garlic bread available and only 2 veg pasta is what i can choose from. Super embarrassing and never expected such non caring frivolous service from Lavo or MBS!,NEGATIVE,not even worth 1 star! made a reservation month in advance to host 6 guests from americas specifying we re vegetarians only to be told when ordering food no pizza or garlic bread available and only 2 veg pasta is what i can choose from. super embarrassing and never expected such non caring frivolous service from lavo or mbs!,"[['star', ['worth']], ['advance', []], ['host', ['guests']], ['food', ['ordering']], ['pizza', ['ordering', 'available']], ['bread', ['garlic']], ['vegpasta', ['what']], ['choose', ['i', 'what']], ['super', ['embarrassing']], ['service', ['such', 'caring', 'frivolous', 'expected']], ['lavo', []], ['mbs', []]]","[['star', 'POSITIVE'], ['host', 'NEUTRAL'], ['food', 'NEUTRAL'], ['pizza', 'POSITIVE'], ['bread', 'NEUTRAL'], ['vegpasta', 'NEUTRAL'], ['choose', 'NEGATIVE'], ['super', 'NEGATIVE'], ['service', 'NEGATIVE']]"
993,Not good to eat,NEGATIVE,not good to eat,"[['eat', []]]",[]
994,"Bought the Beef Wellington for Christmas. What a disappointed and terrible experienced for an occasion. Followed as per instructions and after 50min, the middle part is still raw and cold with a big chunk of fats/veins and the bottom part …",NEGATIVE,"bought the beef wellington for christmas. what a disappointed and terrible experienced for an occasion. followed as per instructions and after 50min, the middle part is still raw and cold with a big chunk of fats/veins and the bottom part  ",[],[]
995,Bad service! Bad price!,NEGATIVE,bad service! bad price!,"[['service', ['bad']], ['price', ['bad']]]","[['service', 'NEGATIVE'], ['price', 'NEGATIVE']]"
996,"Came here for my 50th birthday celebration in a group of 4. The place, other than IG impressive, nothing else was commendable unfortunately. We had the Saturday brunch, going for the Saturday set at $88++ per pax plus 2.5 hours free flow of …",NEGATIVE,"came here for my 50th birthday celebration in a group of 4. the place, other than ig impressive, nothing else was commendable unfortunately. we had the saturday brunch, going for the saturday set at $88++ per pax plus 2.5 hours free flow of  ","[['celebration', ['50th', 'birthday']], ['group', []], ['place', []], ['nothing', []], ['brunch', ['saturday', 'had']], ['pax', []], ['flow', []]]","[['celebration', 'NEUTRAL'], ['brunch', 'NEGATIVE']]"
997,"Was expecting to have a great meal when my party of 5 visited Luka's. We arrived at around 8.30pm. We ordered Affettati Misti, Uni Egg, Fritto Misto, Gamberetti Karaage and Tuna Tarte for starters. Sadly everything was mediocre at best. For …",NEGATIVE,"was expecting to have a great meal when my party of 5 visited luka's. we arrived at around 8.30pm. we ordered affettati misti, uni egg, fritto misto, gamberetti karaage and tuna tarte for starters. sadly everything was mediocre at best. for  ",[],[]
998,What an extraordinary waste of money. Dinner for two $455. Seriously. Average food at best. Our waiter got every single drink order wrong. We bought a bottle of Australian Pinot which costs $30 in Australia for $148. Then we were hurried …,NEGATIVE,what an extraordinary waste of money. dinner for two $455. seriously. average food at best. our waiter got every single drink order wrong. we bought a bottle of australian pinot which costs $30 in australia for $148. then we were hurried  ,"[['waste', ['what', 'extraordinary']], ['money', []], ['dinner', []], ['food', ['average']], ['waiter', ['got']], ['drinkorder', ['single', 'got']], ['wrong', ['got']], ['bottle', ['bought', 'costs']], ['pinot', ['australian']]]","[['waste', 'POSITIVE'], ['food', 'NEGATIVE'], ['waiter', 'POSITIVE'], ['drinkorder', 'NEGATIVE'], ['wrong', 'POSITIVE'], ['bottle', 'POSITIVE'], ['pinot', 'NEUTRAL']]"
999,"Ordered the 6 pax bundle. Had heard good things about the place, but was sorely disappointed. Steak was inconsistent. 1 portion was undercooked extremely chewy to the point that it could not be swallowed. There was a unwelcome gameyness to the steak. Scallops were were fishy and not fresh. Overall not a pleasant experience.",NEGATIVE,"ordered the 6 pax bundle. had heard good things about the place, but was sorely disappointed. steak was inconsistent. 1 portion was undercooked extremely chewy to the point that it could not be swallowed. there was a unwelcome gameyness to the steak. scallops were were fishy and not fresh. overall not a pleasant experience.","[['paxbundle', ['ordered']], ['place', []], ['steak', ['inconsistent']], ['inconsistent', ['steak']], ['portion', []], ['point', []], ['gameyness', ['unwelcome', 'was']], ['steak', []], ['experience', ['overall', 'not', 'pleasant']]]","[['paxbundle', 'POSITIVE'], ['steak', 'NEGATIVE'], ['inconsistent', 'NEUTRAL'], ['gameyness', 'NEGATIVE'], ['experience', 'NEGATIVE']]"
